trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.2546156820248038}",20,0,-46.83988450499768,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.2541069595528003}",20,0,-25.925069503225263,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.2535992535089739}",25,11,-0.12040017541936199,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.2530925618624996}",30,17,22.128401660020952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.2525868825866102}",30,17,-10.145180279617598,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.252082213658588}",20,5,-46.560558028405225,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.2515785530597565}",20,0,-7.843179475280796,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.2510758987754727}",30,12,15.357566805572079,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.25057424879511875}",20,11,-9.669784445990597,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.2500736011120941}",20,1,-39.01917875876479,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.2495739537238073}",30,20,-23.294259492236463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.2490753046316682}",30,4,-70.05453950857694,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 2}",1
197,False,"{'a': 0.5, 'e': 0.2485776518410797}",20,5,13.414597727617245,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.24808099336143002}",25,11,3.331321100220512,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.2475853272060845}",20,0,-26.941761273246573,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.247090651392378}",25,5,-26.908138397793383,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.2465969639416065}",25,5,10.133079538973774,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.24610426287901954}",20,6,10.806469480740391,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.24561254623381226}",20,12,1.5560281487513212,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.24512181203911737}",20,2,18.262641322860944,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.2446320583319975}",20,0,-74.0314114813952,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,13,15.80362319125511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.24365548454833483}",30,0,-0.3081847546906977,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.24316866056549566}",30,20,21.877861161588452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.24268280925762298}",30,18,-35.816953706768935,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.2421979286813109}",20,0,-22.995933100557576,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.24171401689703645}",30,20,-13.759431181360803,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.24123107196915192}",25,17,11.426597029744755,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.24074909196587688}",25,0,13.24492550061964,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.2402680749592907}",25,16,14.733092827800693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.2397880190253247}",30,0,13.877629592945299,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.23930892224375452}",25,0,15.756498392257548,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.23883078269819244}",20,5,-65.56364313489877,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
218,False,"{'a': 0.5, 'e': 0.23835359847607956}",20,12,14.054695546047878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.2378773676686784}",20,0,19.333402214785977,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.23740208837106508}",25,8,3.485744572390435,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.2369277586821218}",20,8,-43.28812865196956,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.2364543767045291}",20,9,2.458779890336763,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.23598194054475852}",20,0,2.586525546091842,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.23551044831306475}",30,10,-27.608283440799458,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.23503989812347828}",20,0,3.324572486709803,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.23457028809379768}",20,10,-6.388556253656706,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.23410161634558221}",25,10,-4.413344619783569,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.23363388100414423}",25,10,24.747756715339943,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.2331670801985418}",30,10,33.925676722167104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.23270121206157107}",20,0,8.727385411907738,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,2,8.09911480744691,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.23177226634335515}",25,0,3.382211903248813,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.23130918504632592}",20,0,6.482854821620008,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.23084702898634524}",20,4,9.101554722538669,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.2303857963147883}",20,11,6.519839559036089,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.22992548518672384}",25,15,-1.651014949800179,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.22946609376090665}",20,9,13.281586456253853,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.2290076201997705}",20,16,9.055665953477549,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.2285500626694205}",25,8,23.19229213053971,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.22809341933962585}",25,19,10.944807753330391,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.22763768838381274}",25,10,18.833279464045436,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.22718286797905665}",20,0,-48.84511178141302,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.22672895630607542}",25,0,-47.02415081336142,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.2262759515492217}",20,0,-17.492968622562,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.22582385189647589}",20,8,6.144348068813211,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.22537265553943875}",20,10,6.959728235533814,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.22492236067332427}",20,13,-2.7791880078253888,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.22447296549695236}",25,11,22.00304341479628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.22402446821274175}",35,0,10.344525310822569,"{0: 30, 1: 4, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.22357686702670268}",20,14,-3.989735404330183,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.22313016014842985}",35,20,18.694980422442832,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2226843457910951}",20,0,-10.017783977540411,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.2222394221714404}",30,2,36.23560674665131,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.22179538750977074}",25,17,9.02130452319132,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.22135224002994686}",25,8,18.217754703475407,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.2209099779593782}",20,0,-20.099185135749536,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.22046859952901593}",25,12,27.13982929902027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.22002810297334574}",25,8,27.79655815587374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.21958848653038082}",20,5,26.426118341389852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2191497484416548}",25,11,-18.66255167506266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.2187118869522148}",20,2,12.421446438432927,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.21827490031061414}",20,14,9.7924513825895,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2178387867689058}",25,12,16.39713156554786,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.217403544582635}",20,9,6.124014560987783,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.21696917201083232}",20,0,29.537708923225082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,9,-21.855755944627443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.21610302876413975}",35,24,-16.484199507680483,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.21567125462467565}",20,8,6.850235575344796,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.21524034317051757}",30,0,5.223719627471475,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.2148102926780192}",20,14,15.707331779842235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.21438110142697794}",30,9,28.990579711423035,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.21395276770062827}",20,9,15.590731958076395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.21352528978563462}",20,9,-2.136553343137405,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.21309866597208482}",25,19,10.705846536390624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.21267289455348304}",25,0,23.762402887063125,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.21224797382674304}",25,1,9.057244247369916,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.21182390209218135}",20,16,9.201741144292122,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.2114006776535105}",20,14,-4.65488613065731,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.21097829881783206}",35,23,13.704116486519524,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.21055676389563024}",30,16,26.96198869521485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.21013607120076475}",25,0,17.535482958690906,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.2097162190504642}",20,8,-50.15640158743726,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
283,False,"{'a': 0.5, 'e': 0.20929720576531952}",30,13,-1.1659296690432912,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.20887902966927693}",30,20,16.143739971128177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.20846168908963156}",25,8,-21.106499863925297,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.20804518235702046}",25,12,25.956500532290615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.2076295078054162}",25,7,-1.5697141642534778,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.20721466377212}",20,11,4.594466560553645,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.20680064859775518}",20,10,7.499270730861704,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.2063874606262605}",20,2,-18.809076418481016,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.20597509820488347}",20,10,-2.141166278828901,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.20556355968417392}",20,0,28.854039566507485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.2051528434179772}",20,2,0.9936463077504989,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.20474294776342766}",20,13,5.506524786205661,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.20433387108094217}",25,0,12.882634168030846,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.20392561173421347}",20,13,5.319570209591181,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.2035181680902036}",30,21,2.7178365010848196,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.2031115385191374}",20,14,-2.238947325512105,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.20270572139449614}",25,6,-21.61228261177665,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.20230071509301073}",20,3,-24.01836081899982,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.20189651799465544}",30,0,45.14532452692906,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.2014931284826413}",25,13,-0.7449147808411558,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.20109054494340975}",25,6,18.98323000280365,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.2006887657666261}",20,14,5.144306778229837,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.20028778934517308}",30,8,37.56147362163017,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.19988761407514452}",20,9,-34.562836328582954,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.19948823835583876}",25,7,18.32280736698114,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.19908966058975242}",20,0,-21.45229900519764,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.1986918791825739}",25,10,-0.027852845898249212,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.198294892543177}",25,18,3.8971740951215104,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.19789869908361468}",20,1,2.570613266701557,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.19750329721911256}",20,8,-11.779462458703065,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.19710868536806267}",20,15,8.018645543362766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.19671486195201704}",20,3,6.071515374896324,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.19632182539568155}",20,2,18.78535160545326,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.19592957412690937}",25,7,27.96319014071381,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.19553810657669493}",20,9,-63.496967826819386,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.19514742117916753}",25,0,12.758323509983425,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.19475751637158503}",20,3,13.488050383184,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.1943683905943277}",30,12,7.198794751661857,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.1939800422908919}",25,0,25.411587386602868,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.19359246990788392}",25,7,29.7114741009491,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19320567189501367}",20,0,22.533296032978516,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19281964670508864}",20,0,32.57526042989347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.19243439279400748}",20,7,21.493432127500657,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19204990862075413}",25,8,-7.992287365981981,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.1916661926473913}",30,20,13.363595901866528,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.1912832433390546}",25,1,14.799827394253132,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.19090105916394634}",30,13,1.8998774776679623,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.1905196385933292}",20,2,0.4819190295325566,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19013898010152053}",30,13,5.029138223887521,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.18975908216588575}",20,6,-17.235085380581484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.1893799432668327}",20,0,2.991632954275561,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.18900156188780512}",30,15,20.753433959867756,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18862393651527717}",20,6,18.05650897901721,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18824706563874677}",35,5,18.824211050750293,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18787094775072993}",25,5,-74.23889653256443,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
338,False,"{'a': 0.5, 'e': 0.18749558134675454}",30,0,26.87933328784766,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.18712096492535457}",25,2,37.8064145001114,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.1867470969880638}",20,0,16.212628367226824,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18637397603940994}",30,20,11.92438996391074,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.18600160058690882}",20,13,12.41897679079768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.18562996914105798}",20,11,16.406928477759962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.1852590802153312}",25,14,21.678804984182328,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.18488893232617232}",35,21,4.772087930365168,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.18451952399298924}",20,0,21.446567499112977,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.18415085373814818}",20,5,12.169064727551442,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.18378292008696762}",20,10,4.465821192790889,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.18341572156771244}",35,9,25.827607322215513,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.1830492567115881}",30,16,-30.539806597349923,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
351,False,"{'a': 0.5, 'e': 0.18268352405273464}",25,15,4.146225505042416,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.18231852212822097}",35,23,16.134992411300303,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.18195424947803895}",30,13,24.098955800828453,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.1815907046450974}",30,12,18.242965448508457,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.1812278861752166}",20,16,9.572611235324189,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1808657926171221}",30,12,32.96356409827359,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.18050442252243923}",20,7,-33.95394869660573,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.18014377444568713}",25,13,6.626313443103133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.179783846944273}",30,19,-1.276372561264239,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.17942463857848634}",25,14,-3.7170627599732056,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.17906614791149325}",35,7,36.042182025895954,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.17870837350933055}",20,10,5.917645759960435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.17835131394090015}",30,11,24.657330612005996,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.17799496777796334}",20,4,-17.25319261375366,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.17763933359513498}",20,1,13.21541146959695,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,16,10.456000476177632,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.17693019548249692}",25,18,13.182581228485322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.17657668871613388}",20,0,14.69733839826647,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.17622388825676114}",20,0,-22.562179126908873,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
