trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.5, 'e': 0.17587179269317638}",20,9,8.575071666714404,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.1755204006169969}",25,13,17.030009469221763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.17516971062265388}",25,17,17.434655095131482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.17481972130738693}",20,12,15.064560505112153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.17447043127123832}",30,10,16.103959941256058,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.1741218391170474}",30,15,-22.44190848054896,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.17377394345044514}",25,8,7.234244796670342,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.17342674287984836}",30,12,30.84080320823476,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.17308023601645434}",25,0,37.618216414089574,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.17273442147423515}",20,0,3.8320272561793773,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.17238929786993218}",20,8,19.807813406792075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.17204486382305054}",35,13,9.103099267473167,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.17170111795585358}",20,4,8.27067372493355,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.1713580588933574}",20,11,7.428240349431872,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.17101568526332522}",20,12,6.805825047702748,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.17067399569626218}",25,7,-27.443613646981657,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
386,False,"{'a': 0.5, 'e': 0.17033298882540945}",20,7,-18.288093249389263,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.16999266328673912}",25,0,26.49956492505984,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.1696530177189486}",30,12,19.265024234014383,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.16931405076345518}",30,13,16.378522637392606,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.16897576106439058}",30,0,-17.620749381177173,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
391,False,"{'a': 0.5, 'e': 0.1686381472685955}",25,9,-8.929183902249333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.16830120802561438}",25,20,9.757777156258923,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.16796494198768974}",25,20,10.330950801158144,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.16762934780975702}",25,19,6.110053113904867,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.16729442414943904}",35,24,10.29565047067584,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.16696016966704072}",20,12,17.928373878998368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.16662658302554367}",20,12,14.138248086833237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.1662936628906009}",20,0,5.928673766451638,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
399,False,"{'a': 0.5, 'e': 0.16596140793053138}",20,5,0.5279554757565936,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.16562981681631492}",25,0,24.979012574673533,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,8,20.80789994613872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.16496862082263145}",30,0,-22.34338485692418,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.1646390132983796}",20,8,25.494732871648804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.1643100643304005}",30,12,31.17873887906574,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.16398177260289773}",30,8,22.726069082096494,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.16365413680270408}",20,0,31.426564738090786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.5, 'e': 0.16332715561927583}",20,0,-15.676441468548132,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.1630008277446878}",30,0,13.124896446144056,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.1626751518736281}",20,13,11.482308293882785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.16235012670339277}",30,6,9.64575934703786,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.16202575093388077}",20,5,-18.533325421146575,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.1617020232675885}",25,10,-37.3535859993245,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
413,False,"{'a': 0.5, 'e': 0.16137894240960493}",20,10,17.65618129583623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.16105650706760616}",30,10,33.31989038049107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.1607347159518504}",30,0,18.91542318785846,"{0: 26, 1: 4, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.16041356777517277}",20,3,-33.70876709699054,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.16009306125298012}",20,0,32.30678298146268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.15977319510324595}",20,8,-18.807252839824407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.1594539680465052}",25,0,-6.062517402175544,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.15913537880584924}",30,13,18.553786227035236,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.1588174261069207}",20,3,20.7591837593039,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.15850010867790834}",20,11,3.984021250528904,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.15818342524954204}",25,0,16.461131410055952,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.15786737455508762}",35,15,2.4453299077967063,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.15755195533034194}",20,8,22.89023341354337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.15723716631362764}",30,8,41.898367032471384,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.15692300624578823}",25,13,18.420599009113882,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.15660947387018304}",25,2,11.2463215895322,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.15629656793268215}",20,11,17.465987345553284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.15598428718166138}",20,6,9.625866804205202,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.1556726303679973}",30,8,-0.14842050346203006,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.1553615962450623}",35,16,33.7928662364828,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.15505118356871941}",20,6,14.479677300122356,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.15474139109731752}",25,14,20.17462962298132,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.15443221759168635}",25,12,-19.988638237660858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
436,False,"{'a': 0.5, 'e': 0.15412366181513143}",25,9,28.783283993862682,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.1538157225334293}",20,0,22.66069750555786,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.15350839851482237}",20,8,-36.09617659156978,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.15320168853001417}",25,18,10.056773325457478,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.15289559135216438}",30,7,11.360490462001442,"{0: 19, 1: 4, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.1525901057568839}",25,0,-39.564678779718676,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.15228523052222984}",30,12,33.974747981452204,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.1519809644287009}",25,0,-6.508122827375322,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
444,False,"{'a': 0.5, 'e': 0.15167730625923237}",20,4,8.266761877009225,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.1513742547991911}",20,6,12.46011552280369,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.15107180883637086}",20,16,9.190943772980457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.15076996716098737}",35,5,22.01617479048055,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.1504687285656736}",30,14,-21.246820340302403,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.5, 'e': 0.15016809184547467}",20,0,31.83688584095509,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.5, 'e': 0.14986805579784335}",25,2,-5.127420364812009,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
451,False,"{'a': 0.5, 'e': 0.14956861922263506}",35,13,14.111726843288292,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.14926978092210308}",20,4,26.31809654054925,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.14897153970089383}",20,8,13.224187915469148,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.14867389436604198}",30,13,1.5076963618820374,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.14837684372696586}",20,8,5.371693898285349,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.14808038659546247}",30,0,21.077148644364858,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.1477845217857029}",20,8,-18.265041487887466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.1474892481142275}",25,6,16.737155128555244,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.14719456439994125}",20,0,21.215943714019303,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
460,False,"{'a': 0.5, 'e': 0.14690046946410884}",20,4,16.612846161396547,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.14660696213035013}",25,18,14.332259955193866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.14631404122463545}",20,1,6.954659343231217,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.14602170557528074}",20,0,11.601536531636539,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.14572995401294303}",20,9,12.090398269881486,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.1454387853706157}",20,15,1.5276749014216502,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.14514819848362373}",20,9,18.16113542536464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.14485819218961926}",35,0,-46.82164991139214,"{0: 27, 1: 5, 2: 2, 3: 0, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.14456876532857665}",25,11,23.426144248354746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.14427991674278814}",25,0,13.990031972754101,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.14399164527685898}",30,12,29.59851755920315,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,9,4.217913265223192,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.14341682909453757}",25,12,5.124930405515903,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.14313028207887982}",25,9,-15.178153396893507,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.14284430758454122}",25,0,-6.7452385665455825,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.14255890446762343}",20,13,5.116638591969936,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.14227407158651356}",30,5,25.236914576873335,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.14198980780187975}",20,10,8.109659062095394,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.1417061119766665}",20,3,28.1566691682715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.14142298297609007}",20,6,24.0737479327906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.14114041966763408}",25,9,20.80610870814512,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.14085842092104503}",30,21,-28.102332995810134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
482,False,"{'a': 0.5, 'e': 0.1405769856083274}",25,5,20.944359641528084,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.14029611260373967}",20,6,22.205919689171335,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.14001580078378942}",30,16,20.061732706442662,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.13973604902722897}",20,9,0.6641901326447464,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,7,13.08305314674674,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.13917822123048373}",30,17,16.50583251811561,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.138900142958987}",20,11,12.404353200571922,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.13862262028824732}",30,6,15.616679155965903,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.13834565210817362}",30,20,20.28682503267906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,10,16.93689449546382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.13779337479074535}",20,3,27.833501218773737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.13751806344428077}",20,11,5.745565137726928,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.13724330217025332}",20,6,23.297620617297277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.13696908986961753}",25,17,16.395786200275417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.13669542544552388}",25,19,12.085104480006326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.1364223078033142}",20,11,20.124702108523174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.1361497358505177}",20,2,-14.698714934480646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.13587770849684613}",25,8,18.89751027976668,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.1356062246541897}",30,18,24.287917541143067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.1353352832366127}",30,20,19.012832832928417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.1350648831603491}",20,8,-4.562122147937457,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.13479502334379823}",20,6,24.265137869897003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.13452570270752043}",30,0,-3.051704157695145,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",1
505,False,"{'a': 0.5, 'e': 0.13425692017423285}",25,11,15.760195212771663,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.13398867466880499}",30,7,15.502172986762428,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.13372096511825443}",20,7,13.842930455526366,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.13345379045174263}",20,13,12.091898642198814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.1331871496005706}",25,10,19.138454213393675,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.13292104149817455}",30,0,46.522142353455465,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.13265546508012174}",30,0,25.912762080339586,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.1323904192841061}",20,9,14.224379147206967,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.1321259030499441}",20,12,13.072076857139495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.1318619153195705}",20,0,9.804150011965058,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.131598455037034}",30,23,13.156592716143066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.1313355211484931}",20,6,19.626736264166816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.13107311260221188}",20,3,19.34037249308753,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.13081122834855588}",25,0,35.96439628593254,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.13054986733998766}",20,10,5.032748195048606,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.13028902853106286}",20,0,28.10744347100356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.13002871087842593}",20,12,17.929096869517082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.12976891334080587}",30,19,13.828784749801123,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.12950963487901218}",20,0,31.76466180098289,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.1292508744559307}",25,11,5.975129883757752,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.12899263103651942}",25,18,2.440214785746724,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.1287349035878042}",20,5,11.647987851127448,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.12847769107887502}",20,0,-29.534325291771715,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
528,False,"{'a': 0.5, 'e': 0.12822099248088148}",35,21,23.22969344993526,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.1279648067670288}",20,0,32.3092486959057,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.1277091329125738}",25,0,28.10019079161976,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
531,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,0,12.50734511518945,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.1271993166931172}",25,6,-7.34553464318116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
533,False,"{'a': 0.5, 'e': 0.12694517228885002}",20,1,16.577248621549312,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.12669153566544128}",20,1,-33.73373613458532,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
535,False,"{'a': 0.5, 'e': 0.1264384058083441}",25,3,29.74230933905526,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.12618578170503875}",30,4,19.923893637627646,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.12593366234502845}",35,0,20.125528535828543,"{0: 32, 1: 2, 2: 0, 3: 1, 4: 0}",0
538,False,"{'a': 0.5, 'e': 0.12568204671983546}",25,10,17.074300950576824,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.12543093382299692}",25,2,35.8327285187415,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.1251803226500609}",30,0,-2.622740092769222,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
541,False,"{'a': 0.5, 'e': 0.12493021219858241}",20,12,13.45622252481977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.1246806014681193}",20,0,25.096649922191315,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
543,False,"{'a': 0.5, 'e': 0.12443148946022826}",25,3,-22.1056762600998,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.5, 'e': 0.12418287517846101}",20,2,11.886048431904896,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.12393475762836002}",20,9,3.8117525484204045,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.1236871358174548}",30,18,10.678787337962275,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.12344000875525779}",25,10,1.7746565457826757,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.12319337545326035}",20,8,20.12253674332671,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.122947234924929}",30,4,25.825901756299807,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.12270158618570129}",20,14,3.765532833906464,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.12245642825298192}",30,13,-37.977063078530335,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
552,False,"{'a': 0.5, 'e': 0.12221176014613881}",30,10,-12.769433435133159,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.12196758088649927}",20,0,26.988025834544235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
554,False,"{'a': 0.5, 'e': 0.12172388949734586}",30,0,-5.2041830095272745,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
